1901/0   -5.386566043083896
1901/1   -4.605953798185952
1901/2   -2.081464002267573
1901/3   0.20986252834466512
1901/4   1.8062910997732402
1901/5   3.2802706916099744
1901/6   3.950168650793657
1901/7   3.6598625283446715
1901/8   2.4695564058956947
1901/9   0.4659849773242648
1901/10   -2.4763619614512358
1901/11   -4.055953798185945
1902/0   -4.545749716553287
1902/1   -3.995749716553295
1902/2   -2.2534027777777794
1902/3   -0.16207624716553326
1902/4   1.2751686507936562
1902/5   2.9210870181405824
1902/6   3.4363931405895762
1902/7   3.4721074263038503
1902/8   2.3139441609977283
1902/9   0.1598625283446573
1902/10   -2.6784027777777695
1902/11   -4.816157879818604
1903/0   -5.070749716553289
1903/1   -3.60544359410431
1903/2   -2.1248313492063424
1903/3   -0.46717828798186645
1903/4   1.7629237528344675
1903/5   2.819046201814057
1903/6   3.455270691609986
1903/7   3.4598625283446687
1903/8   2.4001686507936526
1903/9   0.3272094671201806
1903/10   -2.3503415532879792
1903/11   -4.523300736961438
1904/0   -5.495749716553281
1904/1   -3.975341553287972
1904/2   -2.6039129818593985
1904/3   -0.1814640022675782
1904/4   1.5603727324263161
1904/5   2.8848625283446836
1904/6   3.694556405895696
1904/7   3.5205768140589555
1904/8   2.0465972222222284
1904/9   0.28486252834467507
1904/10   -2.459525226757375
1904/11   -4.349831349206353
1905/0   -5.677892573696145
1905/1   -4.742688492063493
1905/2   -2.561566043083893
1905/3   -0.4319742063492136
1905/4   1.6710870181405895
1905/5   3.2093523242630333
1905/6   3.8726176303854807
1905/7   3.6358829365079437
1905/8   2.558331916099778
1905/9   0.1068013038548763
1905/10   -1.8549333900226799
1905/11   -4.134525226757367
1906/0   -4.982484410430848
1906/1   -4.339627267573691
1906/2   -2.367688492063497
1906/3   -0.04779053287981938
1906/4   1.994046201814058
1906/5   2.988433956916097
1906/6   3.5863931405895677
1906/7   3.4159849773242605
1906/8   2.142515589569161
1906/9   0.4562910997732388
1906/10   -1.8625864512471715
1906/11   -4.495749716553286
1907/0   -5.37074971655329
1907/1   -4.971259920634923
1907/2   -2.872280328798192
1907/3   -0.6671782879818693
1907/4   1.6869033446711974
1907/5   2.694046201814057
1907/6   3.324148242630379
1907/7   3.260372732426294
1907/8   2.19302579365079
1907/9   0.7884339569161014
1907/10   -2.5263619614512436
1907/11   -4.443708900226758
1908/0   -5.214627267573698
1908/1   -4.285035430839011
1908/2   -2.690137471655321
1908/3   -0.3722803287981904
1908/4   2.014964569160991
1908/5   3.2042502834467115
1908/6   3.5899645691610083
1908/7   3.3297604875283255
1908/8   2.2746584467120137
1908/9   0.21292375283445963
1908/10   -2.8753415532879796
1908/11   -4.565137471655326
1909/0   -5.563606859410431
1909/1   -4.834015022675736
1909/2   -2.3911578798185893
1909/3   -0.2171782879818629
1909/4   1.5634339569160964
1909/5   2.5818013038548777
1909/6   3.424148242630377
1909/7   3.573638038548747
1909/8   2.4986380385487514
1909/9   0.6527196712018117
1909/10   -2.2911578798185914
1909/11   -3.9967701247165515
1910/0   -4.911055839002266
1910/1   -3.751361961451245
1910/2   -2.5789129818594105
1910/3   -0.3064640022675782
1910/4   1.6782298752834492
1910/5   3.0119033446711896
1910/6   3.4124135487528306
1910/7   3.456291099773246
1910/8   2.0838421201814157
1910/9   0.2527196712018238
1910/10   -2.553912981859412
1910/11   -4.2375864512471715
1911/0   -5.43809665532879
1911/1   -4.837586451247168
1911/2   -2.697280328798179
1911/3   -0.42942318594104734
1911/4   1.6818013038548862
1911/5   2.675168650793662
1911/6   3.665984977324257
1911/7   3.7838421201814008
1911/8   2.399148242630389
1911/9   0.31751558956915815
1911/10   -1.8651374716553306
1911/11   -3.892688492063497
1912/0   -5.219219104308388
1912/1   -3.676872165532883
1912/2   -1.7666680839002247
1912/3   -0.2605456349206392
1912/4   1.6496584467120279
1912/5   3.1231278344671125
1912/6   3.468535997732431
1912/7   3.053740079365088
1912/8   1.7450666099773215
1912/9   -0.09574971655329279
1912/10   -2.604423185941048
1912/11   -4.099321145124717
1913/0   -4.999831349206348
1913/1   -4.381464002267581
1913/2   -2.320239512471659
1913/3   -0.18146400226758175
1913/4   1.5547604875283447
1913/5   2.640984977324276
1913/6   3.2710870181405944
1913/7   3.328740079365069
1913/8   2.4251686507936547
1913/9   0.42108701814058236
1913/10   -1.8345252267573642
1913/11   -4.12738236961451
1914/0   -5.023300736961449
1914/1   -3.752892573696146
1914/2   -1.9345252267573692
1914/3   0.11088293650793801
1914/4   1.7098625283446687
1914/5   2.8935359977324353
1914/6   3.6695564058956975
1914/7   3.4593523242630333
1914/8   2.214454365079362
1914/9   0.2226176303854821
1914/10   -2.4722803287981954
1914/11   -3.9523823696145133
1915/0   -4.538606859410438
1915/1   -4.012076247165528
1915/2   -2.544729308390025
1915/3   -0.21003543083901022
1915/4   1.8430257936507992
1915/5   3.1721074263038567
1915/6   3.6761890589569184
1915/7   3.486903344671198
1915/8   2.202719671201816
1915/9   0.23078089569161264
1915/10   -2.3243211451247134
1915/11   -3.8059537981859446
1916/0   -4.447790532879818
1916/1   -4.1319742063492075
1916/2   -2.1727905328798087
1916/3   -0.07636196145124785
1916/4   1.8205768140589598
1916/5   2.693535997732429
1916/6   3.6088421201814107
1916/7   3.393025793650782
1916/8   2.0221074263038616
1916/9   0.2272094671201792
1916/10   -2.0886068594104366
1916/11   -4.0972803287981865
1917/0   -5.139117063492064
1917/1   -4.975851757369615
1917/2   -2.996259920634916
1917/3   -0.5630966553288026
1917/4   1.669556405895694
1917/5   3.145576814058952
1917/6   3.6828217120181392
